Skills,Occupation Code,Weight
Customer and personal service,13-2082.00,68
Economics and accounting,13-2099.02,68
Education and training,13-1041.06,68
English language,13-1199.04,68
English language,13-2052.00,68
English language,13-2071.00,68
Mathematics,13-1081.00,68
Personnel and human resources,13-1111.00,68
Communicating with persons outside organization,13-2041.00,68
Thinking creatively,13-1131.00,68
Thinking creatively,13-1199.04,68
Thinking creatively,13-1199.05,68
Thinking creatively,13-2099.02,68
Resolving conflicts and negotiating with others,13-1041.04,68
Resolving conflicts and negotiating with others,13-2053.00,68
Analyzing data or information,13-1031.02,68
Analyzing data or information,13-1041.07,68
Coordinating the work and activities of others,13-1199.04,68
Developing and building teams,13-1023.00,68
Documenting recording information,13-1121.00,68
Documenting recording information,13-1199.01,68
Documenting recording information,13-2052.00,68
Identifying objects actions and events,13-2081.00,68
Interpreting the meaning of information for others,13-2031.00,68
Interpreting the meaning of information for others,13-2081.00,68
Judging the qualities of things services or people,13-1021.00,68
Monitoring and controlling resources,13-1041.06,68
Organizing planning and prioritizing work,13-1041.01,68
Organizing planning and prioritizing work,13-1041.06,68
Performing for or working directly with the public,13-2052.00,68
Processing information,13-2041.00,68
Provide consultation and advice to others,13-2099.04,68
Training and teaching others,13-1199.04,68
Coordinate or lead others,13-1022.00,68
Coordinate or lead others,13-1031.01,68
Coordinate or lead others,13-1041.07,68
Coordinate or lead others,13-1081.00,68
Coordinate or lead others,13-1199.06,68
Cramped work space awkward positions,13-1199.01,68
Frequency of decision making,13-1041.02,68
Frequency of decision making,13-1081.00,68
Frequency of decision making,13-1199.01,68
Frequency of decision making,13-2051.00,68
Impact of decisions on Co-workers or company results,13-1199.01,68
Importance of being exact or accurate,13-2099.02,68
Importance of repeating same tasks,13-1023.00,68
Importance of repeating same tasks,13-1041.07,68
In an enclosed vehicle or equipment,13-2021.01,68
Letters and memos,13-2099.04,68
Responsibility for outcomes and results,13-1022.00,68
Time pressure,13-1131.00,68
Time pressure,13-1151.00,68
Time pressure,13-1199.02,68
Achievement effort,13-1032.00,68
Achievement effort,13-2021.02,68
Achievement effort,13-2031.00,68
Achievement effort,13-2041.00,68
Adaptability flexibility,13-1199.01,68
Adaptability flexibility,13-2021.01,68
Concern for others,13-1022.00,68
Concern for others,13-1081.00,68
Independence,13-1021.00,68
Independence,13-1023.00,68
Innovation,13-1141.00,68
Leadership,13-1199.06,68
Persistence,13-1199.01,68
Persistence,13-2053.00,68
Self control,13-1051.00,68
Self control,13-2099.01,68
Social orientation,13-1022.00,68
Social orientation,13-1111.00,68
Category flexibility,13-1161.00,69
Category flexibility,13-2021.01,69
Deductive reasoning,13-1011.00,69
Deductive reasoning,13-1022.00,69
Deductive reasoning,13-1071.00,69
Deductive reasoning,13-1081.02,69
Deductive reasoning,13-1131.00,69
Deductive reasoning,13-1141.00,69
Deductive reasoning,13-2071.00,69
Deductive reasoning,13-2072.00,69
Far vision,13-1041.04,69
Flexibility of closure,13-1041.04,69
Fluency of ideas,13-1121.00,69
Inductive reasoning,13-1023.00,69
Inductive reasoning,13-1041.02,69
Inductive reasoning,13-1081.02,69
Inductive reasoning,13-1199.05,69
Inductive reasoning,13-2011.01,69
Inductive reasoning,13-2053.00,69
Inductive reasoning,13-2072.00,69
Information ordering,13-1041.03,69
Information ordering,13-1081.01,69
Information ordering,13-1111.00,69
Information ordering,13-2011.01,69
Information ordering,13-2031.00,69
Information ordering,13-2061.00,69
Mathematical reasoning,13-2041.00,69
Mathematical reasoning,13-2051.00,69
Mathematical reasoning,13-2099.02,69
Near vision,13-1041.02,69
Near vision,13-1041.03,69
Near vision,13-1041.06,69
Near vision,13-1199.03,69
Near vision,13-2011.02,69
Near vision,13-2021.02,69
Near vision,13-2099.02,69
Number facility,13-1081.01,69
Oral comprehension,13-1081.02,69
Oral comprehension,13-1199.03,69
Oral comprehension,13-1199.05,69
Oral comprehension,13-2011.01,69
Oral Expression,13-1199.03,69
Oral Expression,13-1199.05,69
Oral Expression,13-2031.00,69
Oral Expression,13-2099.01,69
Oral Expression,13-2099.02,69
Speech clarity,13-1031.02,69
Speech clarity,13-1041.01,69
Speech clarity,13-1041.06,69
Speech clarity,13-1075.00,69
Speech clarity,13-1121.00,69
Speech clarity,13-1161.00,69
Speech clarity,13-1199.02,69
Speech clarity,13-2011.02,69
Speech clarity,13-2052.00,69
Speech clarity,13-2081.00,69
Speech recognition,13-1041.01,69
Speech recognition,13-1041.02,69
Speech recognition,13-1041.06,69
Speech recognition,13-1071.00,69
Speech recognition,13-1199.02,69
Speech recognition,13-2011.02,69
Speech recognition,13-2052.00,69
Speech recognition,13-2072.00,69
Speech recognition,13-2081.00,69
Speech recognition,13-2099.04,69
Written comprehension ,13-1022.00,69
Written comprehension ,13-1032.00,69
Written comprehension ,13-1199.02,69
Written comprehension ,13-1199.06,69
Written comprehension ,13-2072.00,69
Written expression,13-1023.00,69
Written expression,13-1071.00,69
Written expression,13-1199.01,69
Written expression,13-1199.02,69
Written expression,13-1199.03,69
Written expression,13-2011.01,69
Written expression,13-2021.02,69
Written expression,13-2053.00,69
Written expression,13-2099.02,69
Administration and management,13-1161.00,69
Clerical,13-1041.06,69
Economics and accounting,13-1023.00,69
English language,13-1199.05,69
Law and government,13-1023.00,69
Law and government,13-1031.01,69
Law and government,13-2099.02,69
Mathematics,13-2072.00,69
Psychology,13-1111.00,69
Active learning,13-1023.00,69
Active learning,13-1041.03,69
Active learning,13-1081.01,69
Active learning,13-1199.04,69
Active listening,13-1021.00,69
Active listening,13-1022.00,69
Active listening,13-1031.01,69
Active listening,13-1051.00,69
Active listening,13-1141.00,69
Active listening,13-1199.02,69
Active listening,13-1199.04,69
Active listening,13-1199.05,69
Active listening,13-2053.00,69
Active listening,13-2099.01,69
Complex problem solving,13-1041.03,69
Complex problem solving,13-1075.00,69
Complex problem solving,13-1081.00,69
Complex problem solving,13-1081.02,69
Complex problem solving,13-1199.03,69
Complex problem solving,13-1199.05,69
Complex problem solving,13-2061.00,69
Complex problem solving,13-2099.04,69
Coordination,13-1041.06,69
Coordination,13-1111.00,69
Coordination,13-1131.00,69
Coordination,13-1151.00,69
Coordination,13-2061.00,69
Critical thinking,13-1022.00,69
Critical thinking,13-1031.01,69
Critical thinking,13-1081.02,69
Critical thinking,13-1199.01,69
Critical thinking,13-1199.03,69
Critical thinking,13-2031.00,69
Critical thinking,13-2053.00,69
Critical thinking,13-2071.00,69
Critical thinking,13-2072.00,69
Judgment and decision making,13-1023.00,69
Judgment and decision making,13-1051.00,69
Judgment and decision making,13-1075.00,69
Judgment and decision making,13-1151.00,69
Judgment and decision making,13-1199.01,69
Judgment and decision making,13-2021.02,69
Judgment and decision making,13-2061.00,69
Judgment and decision making,13-2099.04,69
Management of financial resources,13-1023.00,69
Mathematics,13-1081.01,69
Mathematics,13-2031.00,69
Monitoring,13-2061.00,69
Negotiation,13-1031.02,69
Persuasion,13-1022.00,69
Reading comprehension,13-1041.06,69
Reading comprehension,13-1131.00,69
Reading comprehension,13-2053.00,69
Reading comprehension,13-2071.00,69
Service orientation,13-2052.00,69
Social perceptiveness,13-1041.06,69
Social perceptiveness,13-1131.00,69
Speaking,13-1022.00,69
Speaking,13-1031.01,69
Speaking,13-1032.00,69
Speaking,13-1041.07,69
Speaking,13-1051.00,69
Speaking,13-1141.00,69
Speaking,13-1199.01,69
Speaking,13-1199.02,69
Speaking,13-1199.03,69
Speaking,13-1199.05,69
Speaking,13-2011.01,69
Speaking,13-2021.01,69
Speaking,13-2031.00,69
Speaking,13-2051.00,69
Speaking,13-2099.01,69
Systems analysis,13-2061.00,69
Systems evaluation,13-2099.02,69
Time management,13-1011.00,69
Time management,13-1081.01,69
Time management,13-1121.00,69
Writing,13-1023.00,69
Writing,13-1032.00,69
Writing,13-1041.06,69
Writing,13-1081.01,69
Writing,13-1199.01,69
Writing,13-1199.03,69
Writing,13-2021.02,69
Writing,13-2051.00,69
Writing,13-2053.00,69
Writing,13-2099.02,69
Communicating with persons outside organization,13-1022.00,69
Communicating with persons outside organization,13-1199.01,69
Resolving conflicts and negotiating with others,13-2099.04,69
Communicating with supervisors peers or subordinates,13-2051.00,69
Communicating with supervisors peers or subordinates,13-2099.01,69
Making decisions and solving problems,13-1022.00,69
Analyzing data or information,13-1021.00,69
Analyzing data or information,13-1032.00,69
Analyzing data or information,13-1199.01,69
Coaching and developing others,13-1075.00,69
Developing objectives and strategies,13-1081.00,69
Documenting recording information,13-1199.02,69
Documenting recording information,13-1199.06,69
Documenting recording information,13-2041.00,69
Identifying objects actions and events,13-1141.00,69
Identifying objects actions and events,13-1199.01,69
Identifying objects actions and events,13-2053.00,69
Inspecting equipment structures or material,13-1032.00,69
Judging the qualities of things services or people,13-1075.00,69
Monitoring and controlling resources,13-1121.00,69
Performing administrative activities,13-1199.03,69
Performing administrative activities,13-2071.00,69
Performing for or working directly with the public,13-1041.04,69
Performing general physical activities,13-1199.01,69
Processing information,13-1032.00,69
Scheduling work and activities,13-1011.00,69
Scheduling work and activities,13-1199.02,69
Training and teaching others,13-1199.05,69
Updating and using relevant knowledge,13-1021.00,69
Updating and using relevant knowledge,13-1131.00,69
Updating and using relevant knowledge,13-1199.06,69
Coordinate or lead others,13-1081.02,69
Deal with external customers,13-1199.01,69
Deal with unpleasant or angry people,13-2081.00,69
Exposed to contaminants,13-1041.06,69
Exposed to contaminants,13-1199.01,69
Impact of decisions on Co-workers or company results,13-1041.01,69
Impact of decisions on Co-workers or company results,13-1199.05,69
Impact of decisions on Co-workers or company results,13-2041.00,69
Importance of being exact or accurate,13-1081.01,69
Importance of being exact or accurate,13-1151.00,69
Importance of repeating same tasks,13-2021.02,69
Importance of repeating same tasks,13-2041.00,69
Indoors environmentally controlled,13-1041.02,69
Spend time making repetitive motions,13-1121.00,69
Spend time sitting,13-1199.02,69
Structured versus unstructured work,13-1041.06,69
Time pressure,13-2011.02,69
Achievement effort,13-1199.06,69
Achievement effort,13-2071.01,69
Attention to detail,13-1074.00,69
Concern for others,13-1141.00,69
Cooperation,13-1041.01,69
Independence,13-2021.01,69
Independence,13-2052.00,69
Independence,13-2071.00,69
Independence,13-2082.00,69
Initiative,13-1041.04,69
Innovation,13-2081.00,69
Innovation,13-2099.02,69
Leadership,13-1041.03,69
Leadership,13-1081.01,69
Leadership,13-2099.04,69
Persistence,13-2082.00,69
Self control,13-2011.01,69
Stress tolerance,13-1199.04,69
Stress tolerance,13-2011.01,69
Stress tolerance,13-2021.02,69
Administration and management,13-1023.00,70
Administration and management,13-1075.00,70
Administration and management,13-2099.02,70
Customer and personal service,13-1041.03,70
Customer and personal service,13-1141.00,70
Customer and personal service,13-2071.01,70
English language,13-1032.00,70
English language,13-2021.02,70
Law and government,13-1041.04,70
Mathematics,13-2081.00,70
Establishing and maintaining interpersonal relationships,13-1041.01,70
Establishing and maintaining interpersonal relationships,13-1199.03,70
Establishing and maintaining interpersonal relationships,13-1199.06,70
Thinking creatively,13-2099.04,70
Resolving conflicts and negotiating with others,13-1199.02,70
Communicating with supervisors peers or subordinates,13-2021.01,70
Interacting with computers,13-1041.06,70
Interacting with computers,13-1075.00,70
Interacting with computers,13-1199.01,70
Making decisions and solving problems,13-2071.00,70
Analyzing data or information,13-2082.00,70
Coordinating the work and activities of others,13-1131.00,70
Coordinating the work and activities of others,13-2061.00,70
Coordinating the work and activities of others,13-2099.04,70
Developing and building teams,13-1081.01,70
Developing and building teams,13-1199.05,70
Developing objectives and strategies,13-1199.02,70
Guiding directing and motivating subordinates,13-1041.06,70
Identifying objects actions and events,13-1022.00,70
Identifying objects actions and events,13-1199.02,70
Identifying objects actions and events,13-2031.00,70
Inspecting equipment structures or material,13-2021.01,70
Interpreting the meaning of information for others,13-2052.00,70
Monitor processes materials or surroundings,13-1199.04,70
Operating vehicles mechanized devices or equipment,13-1032.00,70
Organizing planning and prioritizing work,13-1023.00,70
Organizing planning and prioritizing work,13-1041.02,70
Organizing planning and prioritizing work,13-1199.03,70
Performing administrative activities,13-1041.02,70
Performing administrative activities,13-2072.00,70
Performing for or working directly with the public,13-2071.00,70
Processing information,13-1199.02,70
Provide consultation and advice to others,13-1075.00,70
Provide consultation and advice to others,13-1081.00,70
Provide consultation and advice to others,13-1141.00,70
Training and teaching others,13-1041.06,70
Training and teaching others,13-1111.00,70
Updating and using relevant knowledge,13-1081.00,70
Updating and using relevant knowledge,13-2021.02,70
Consequence of error,13-2099.01,70
Contact with others,13-1041.01,70
Deal with external customers,13-2082.00,70
Deal with unpleasant or angry people,13-1075.00,70
Duration of typical work week,13-1032.00,70
Duration of typical work week,13-2099.04,70
Frequency of conflict situations,13-1071.00,70
Frequency of decision making,13-1199.02,70
Impact of decisions on Co-workers or company results,13-1081.00,70
Importance of repeating same tasks,13-1032.00,70
Importance of repeating same tasks,13-2021.01,70
Importance of repeating same tasks,13-2099.04,70
Indoors environmentally controlled,13-1032.00,70
Letters and memos,13-1199.05,70
Letters and memos,13-2052.00,70
Level of competition,13-1074.00,70
Physical proximity,13-1041.02,70
Structured versus unstructured work,13-2041.00,70
Time pressure,13-1021.00,70
Achievement effort,13-1022.00,70
Adaptability flexibility,13-2011.01,70
Adaptability flexibility,13-2053.00,70
Analytical thinking,13-1041.04,70
Analytical thinking,13-1121.00,70
Analytical thinking,13-1131.00,70
Concern for others,13-2099.02,70
Cooperation,13-2041.00,70
Cooperation,13-2082.00,70
Independence,13-1081.00,70
Independence,13-1199.02,70
Independence,13-2099.01,70
Independence,13-2099.02,70
Initiative,13-2021.01,70
Initiative,13-2021.02,70
Initiative,13-2071.00,70
Leadership,13-1041.07,70
Leadership,13-1074.00,70
Persistence,13-1021.00,70
Persistence,13-1041.01,70
Persistence,13-1041.02,70
Persistence,13-2041.00,70
Self control,13-1022.00,70
Self control,13-2082.00,70
Social orientation,13-2072.00,70
Social orientation,13-2081.00,70
Stress tolerance,13-2071.01,70
Building and construction,13-1051.00,71
Clerical,13-2021.01,71
Clerical,13-2081.00,71
Economics and accounting,13-2099.04,71
Education and training,13-1111.00,71
Engineering and technology,13-1199.02,71
Mathematics,13-2011.01,71
Sales_and_Marketing,13-1022.00,71
Establishing and maintaining interpersonal relationships,13-1031.01,71
Establishing and maintaining interpersonal relationships,13-1081.02,71
Establishing and maintaining interpersonal relationships,13-2041.00,71
Establishing and maintaining interpersonal relationships,13-2061.00,71
Communicating with persons outside organization,13-2071.00,71
Thinking creatively,13-1081.01,71
Thinking creatively,13-2051.00,71
Thinking creatively,13-2052.00,71
Selling or influencing others,13-2072.00,71
Interacting with computers,13-1111.00,71
Making decisions and solving problems,13-1199.06,71
Making decisions and solving problems,13-2011.01,71
Analyzing data or information,13-1199.02,71
Analyzing data or information,13-1199.03,71
Documenting recording information,13-2053.00,71
Guiding directing and motivating subordinates,13-1121.00,71
Identifying objects actions and events,13-1081.01,71
Interpreting the meaning of information for others,13-2061.00,71
Judging the qualities of things services or people,13-2061.00,71
Organizing planning and prioritizing work,13-1199.05,71
Performing for or working directly with the public,13-2071.01,71
Provide consultation and advice to others,13-2052.00,71
Scheduling work and activities,13-1081.00,71
Scheduling work and activities,13-1111.00,71
Scheduling work and activities,13-1199.04,71
Updating and using relevant knowledge,13-1075.00,71
Updating and using relevant knowledge,13-1121.00,71
Updating and using relevant knowledge,13-2053.00,71
Coordinate or lead others,13-1021.00,71
Coordinate or lead others,13-1075.00,71
Deal with external customers,13-1022.00,71
Deal with external customers,13-1199.03,71
Deal with external customers,13-2099.04,71
Freedom to make decisions,13-2052.00,71
Letters and memos,13-1022.00,71
Letters and memos,13-1081.01,71
Outdoors exposed to weather,13-1041.04,71
Outdoors exposed to weather,13-1199.01,71
Public speaking,13-1151.00,71
Spend time sitting,13-1041.02,71
Spend time sitting,13-2021.02,71
Structured versus unstructured work,13-2081.00,71
Time pressure,13-1041.07,71
Time pressure,13-1111.00,71
Achievement effort,13-1041.03,71
Adaptability flexibility,13-1081.01,71
Adaptability flexibility,13-2099.01,71
Analytical thinking,13-1022.00,71
Analytical thinking,13-2071.00,71
Concern for others,13-2082.00,71
Independence,13-1022.00,71
Independence,13-2011.01,71
Independence,13-2099.04,71
Initiative,13-2082.00,71
Innovation,13-1071.00,71
Innovation,13-1161.00,71
Innovation,13-1199.06,71
Innovation,13-2099.04,71
Leadership,13-1023.00,71
Leadership,13-1031.01,71
Leadership,13-1081.02,71
Leadership,13-2081.00,71
Persistence,13-2021.02,71
Self control,13-1021.00,71
Stress tolerance,13-1032.00,71
Category flexibility,13-2061.00,72
Deductive reasoning,13-1023.00,72
Deductive reasoning,13-1031.01,72
Deductive reasoning,13-1051.00,72
Deductive reasoning,13-1075.00,72
Deductive reasoning,13-1081.01,72
Deductive reasoning,13-1121.00,72
Deductive reasoning,13-1151.00,72
Deductive reasoning,13-1199.02,72
Deductive reasoning,13-1199.03,72
Deductive reasoning,13-1199.04,72
Deductive reasoning,13-1199.05,72
Deductive reasoning,13-2011.01,72
Deductive reasoning,13-2021.01,72
Deductive reasoning,13-2031.00,72
Deductive reasoning,13-2099.01,72
Deductive reasoning,13-2099.02,72
Deductive reasoning,13-2099.04,72
Fluency of ideas,13-1199.04,72
Inductive reasoning,13-1031.02,72
Inductive reasoning,13-1081.01,72
Inductive reasoning,13-1151.00,72
Inductive reasoning,13-2011.02,72
Inductive reasoning,13-2031.00,72
Inductive reasoning,13-2051.00,72
Inductive reasoning,13-2071.01,72
Inductive reasoning,13-2099.01,72
Inductive reasoning,13-2099.02,72
Information ordering,13-1041.01,72
Information ordering,13-1161.00,72
Information ordering,13-1199.04,72
Information ordering,13-2011.02,72
Information ordering,13-2081.00,72
Mathematical reasoning,13-1081.01,72
Mathematical reasoning,13-2011.02,72
Near vision,13-1041.04,72
Near vision,13-1151.00,72
Near vision,13-2011.01,72
Near vision,13-2071.01,72
Near vision,13-2099.04,72
Number facility,13-2011.01,72
Number facility,13-2051.00,72
Oral comprehension,13-1041.07,72
Oral comprehension,13-1141.00,72
Oral comprehension,13-1199.01,72
Oral comprehension,13-1199.02,72
Oral comprehension,13-2011.02,72
Oral comprehension,13-2021.02,72
Oral comprehension,13-2099.01,72
Oral comprehension,13-2099.04,72
Oral Expression,13-1031.01,72
Oral Expression,13-1041.07,72
Oral Expression,13-1199.01,72
Oral Expression,13-2011.01,72
Oral Expression,13-2021.01,72
Oral Expression,13-2071.01,72
Originality,13-1199.04,72
Speech clarity,13-1041.02,72
Speech clarity,13-1041.03,72
Speech clarity,13-1041.04,72
Speech clarity,13-1081.00,72
Speech clarity,13-1111.00,72
Speech clarity,13-1131.00,72
Speech clarity,13-2061.00,72
Speech clarity,13-2071.01,72
Speech clarity,13-2072.00,72
Speech clarity,13-2099.04,72
Speech recognition,13-1023.00,72
Speech recognition,13-1041.04,72
Speech recognition,13-1081.00,72
Speech recognition,13-1151.00,72
Speech recognition,13-2061.00,72
Speech recognition,13-2071.01,72
Written comprehension ,13-1051.00,72
Written comprehension ,13-1081.02,72
Written comprehension ,13-1131.00,72
Written comprehension ,13-1141.00,72
Written comprehension ,13-1199.01,72
Written comprehension ,13-1199.03,72
Written comprehension ,13-1199.04,72
Written comprehension ,13-2011.02,72
Written comprehension ,13-2021.01,72
Written comprehension ,13-2021.02,72
Written comprehension ,13-2053.00,72
Written comprehension ,13-2082.00,72
Written comprehension ,13-2099.01,72
Written comprehension ,13-2099.02,72
Written expression,13-1011.00,72
Written expression,13-1041.01,72
Written expression,13-1041.06,72
Written expression,13-1075.00,72
Written expression,13-1199.05,72
Written expression,13-2031.00,72
Written expression,13-2052.00,72
Written expression,13-2071.00,72
Administration and management,13-1071.00,72
Customer and personal service,13-1111.00,72
Economics and accounting,13-1021.00,72
English language,13-1021.00,72
English language,13-2031.00,72
English language,13-2071.01,72
English language,13-2072.00,72
Active learning,13-2061.00,72
Active learning,13-2099.04,72
Active listening,13-1041.06,72
Active listening,13-1081.00,72
Active listening,13-1081.01,72
Active listening,13-1161.00,72
Active listening,13-1199.01,72
Active listening,13-2011.01,72
Active listening,13-2021.01,72
Active listening,13-2021.02,72
Active listening,13-2051.00,72
Active listening,13-2071.00,72
Active listening,13-2082.00,72
Active listening,13-2099.02,72
Complex problem solving,13-1081.01,72
Complex problem solving,13-1111.00,72
Complex problem solving,13-1161.00,72
Complex problem solving,13-2099.01,72
Coordination,13-1081.00,72
Coordination,13-1121.00,72
Critical thinking,13-1011.00,72
Critical thinking,13-1021.00,72
Critical thinking,13-1023.00,72
Critical thinking,13-1041.07,72
Critical thinking,13-1051.00,72
Critical thinking,13-1075.00,72
Critical thinking,13-1121.00,72
Critical thinking,13-1131.00,72
Critical thinking,13-1141.00,72
Critical thinking,13-1151.00,72
Critical thinking,13-1199.02,72
Critical thinking,13-1199.04,72
Critical thinking,13-2011.01,72
Critical thinking,13-2011.02,72
Critical thinking,13-2021.01,72
Critical thinking,13-2021.02,72
Critical thinking,13-2081.00,72
Judgment and decision making,13-1081.01,72
Judgment and decision making,13-2072.00,72
Management of personnel resources,13-2061.00,72
Mathematics,13-2011.01,72
Mathematics,13-2051.00,72
Monitoring,13-1081.00,72
Monitoring,13-1111.00,72
Reading comprehension,13-1011.00,72
Reading comprehension,13-1031.01,72
Reading comprehension,13-1041.02,72
Reading comprehension,13-1051.00,72
Reading comprehension,13-1071.00,72
Reading comprehension,13-1081.00,72
Reading comprehension,13-1081.02,72
Reading comprehension,13-1141.00,72
Reading comprehension,13-1199.01,72
Reading comprehension,13-1199.03,72
Reading comprehension,13-1199.04,72
Reading comprehension,13-2011.01,72
Reading comprehension,13-2031.00,72
Reading comprehension,13-2072.00,72
Reading comprehension,13-2082.00,72
Service orientation,13-1121.00,72
Social perceptiveness,13-1075.00,72
Social perceptiveness,13-1111.00,72
Social perceptiveness,13-1121.00,72
Speaking,13-1021.00,72
Speaking,13-1031.02,72
Speaking,13-1041.01,72
Speaking,13-1041.02,72
Speaking,13-1081.00,72
Speaking,13-1161.00,72
Speaking,13-2011.02,72
Speaking,13-2061.00,72
Speaking,13-2071.00,72
Speaking,13-2081.00,72
Speaking,13-2099.02,72
Systems analysis,13-1111.00,72
Systems analysis,13-1199.04,72
Systems analysis,13-2099.02,72
Writing,13-1031.01,72
Writing,13-1041.03,72
Writing,13-1041.07,72
Writing,13-1151.00,72
Writing,13-1199.04,72
Writing,13-2011.02,72
Writing,13-2061.00,72
Writing,13-2071.00,72
Establishing and maintaining interpersonal relationships,13-1081.01,72
Establishing and maintaining interpersonal relationships,13-2071.01,72
Selling or influencing others,13-1199.06,72
Resolving conflicts and negotiating with others,13-1111.00,72
Resolving conflicts and negotiating with others,13-2072.00,72
Communicating with supervisors peers or subordinates,13-2052.00,72
Communicating with supervisors peers or subordinates,13-2072.00,72
Making decisions and solving problems,13-1023.00,72
Making decisions and solving problems,13-2031.00,72
Assisting and caring for others,13-1041.06,72
Coaching and developing others,13-1111.00,72
Coaching and developing others,13-1121.00,72
Coordinating the work and activities of others,13-1199.05,72
Developing objectives and strategies,13-1075.00,72
Documenting recording information,13-1081.00,72
Documenting recording information,13-1151.00,72
Documenting recording information,13-1161.00,72
Documenting recording information,13-1199.05,72
Documenting recording information,13-2031.00,72
Identifying objects actions and events,13-1151.00,72
Identifying objects actions and events,13-1199.04,72
Inspecting equipment structures or material,13-1041.04,72
Interpreting the meaning of information for others,13-1041.06,72
Interpreting the meaning of information for others,13-1121.00,72
Interpreting the meaning of information for others,13-1141.00,72
Interpreting the meaning of information for others,13-2099.04,72
Monitor processes materials or surroundings,13-1041.02,72
Organizing planning and prioritizing work,13-1021.00,72
Organizing planning and prioritizing work,13-1081.01,72
Organizing planning and prioritizing work,13-2031.00,72
Performing for or working directly with the public,13-1041.03,72
Scheduling work and activities,13-2061.00,72
Updating and using relevant knowledge,13-1031.01,72
Coordinate or lead others,13-1041.06,72
Coordinate or lead others,13-1081.01,72
Face to face discussions,13-1199.04,72
Freedom to make decisions,13-2051.00,72
Frequency of conflict situations,13-1032.00,72
Frequency of decision making,13-1051.00,72
Frequency of decision making,13-1074.00,72
Frequency of decision making,13-2061.00,72
Impact of decisions on Co-workers or company results,13-2051.00,72
Letters and memos,13-1161.00,72
Letters and memos,13-2051.00,72
Level of competition,13-1031.01,72
Physical proximity,13-1121.00,72
Responsible for others health and safety,13-2099.02,72
Spend time sitting,13-2021.01,72
Structured versus unstructured work,13-1031.01,72
Structured versus unstructured work,13-1031.02,72
Structured versus unstructured work,13-1051.00,72
Structured versus unstructured work,13-1081.00,72
Structured versus unstructured work,13-2052.00,72
Time pressure,13-1041.01,72
Time pressure,13-2061.00,72
Achievement effort,13-1081.01,72
Achievement effort,13-2071.00,72
Adaptability flexibility,13-1021.00,72
Adaptability flexibility,13-1041.03,72
Adaptability flexibility,13-1051.00,72
Adaptability flexibility,13-2011.02,72
Adaptability flexibility,13-2031.00,72
Adaptability flexibility,13-2052.00,72
Concern for others,13-1011.00,72
Concern for others,13-1074.00,72
Dependability,13-1032.00,72
Independence,13-1032.00,72
Independence,13-1041.07,72
Independence,13-1199.05,72
Initiative,13-1074.00,72
Initiative,13-1199.01,72
Initiative,13-2011.01,72
Initiative,13-2071.01,72
Innovation,13-1081.02,72
Innovation,13-1199.05,72
Leadership,13-1141.00,72
Leadership,13-2072.00,72
Persistence,13-1074.00,72
Self control,13-1041.07,72
Self control,13-1199.04,72
Social orientation,13-1041.06,72
Stress tolerance,13-1081.01,72
Stress tolerance,13-1161.00,72
Administration and management,13-1199.04,73
Customer and personal service,13-1021.00,73
Customer and personal service,13-1081.00,73
Customer and personal service,13-1199.01,73
Customer and personal service,13-1199.06,73
Customer and personal service,13-2011.02,73
Customer and personal service,13-2053.00,73
Economics and accounting,13-2072.00,73
English language,13-1051.00,73
English language,13-1081.01,73
English language,13-1141.00,73
Mathematics,13-1141.00,73
Mathematics,13-1199.01,73
Mathematics,13-2031.00,73
Personnel and human resources,13-1041.03,73
Transportation,13-1021.00,73
Communicating with persons outside organization,13-2072.00,73
Thinking creatively,13-2099.01,73
Communicating with supervisors peers or subordinates,13-2071.00,73
Interacting with computers,13-1041.01,73
Making decisions and solving problems,13-1131.00,73
Making decisions and solving problems,13-2041.00,73
Analyzing data or information,13-1081.00,73
Analyzing data or information,13-2011.01,73
Coordinating the work and activities of others,13-1121.00,73
Developing and building teams,13-1075.00,73
Identifying objects actions and events,13-1051.00,73
Identifying objects actions and events,13-1081.02,73
Identifying objects actions and events,13-1199.05,73
Identifying objects actions and events,13-2099.02,73
Interpreting the meaning of information for others,13-2099.01,73
Judging the qualities of things services or people,13-1031.02,73
Organizing planning and prioritizing work,13-1051.00,73
Organizing planning and prioritizing work,13-1081.02,73
Organizing planning and prioritizing work,13-2099.02,73
Performing administrative activities,13-1041.04,73
Performing administrative activities,13-2081.00,73
Processing information,13-1022.00,73
Processing information,13-1199.05,73
Provide consultation and advice to others,13-1161.00,73
Provide consultation and advice to others,13-1199.04,73
Updating and using relevant knowledge,13-2021.01,73
Updating and using relevant knowledge,13-2031.00,73
Updating and using relevant knowledge,13-2081.00,73
Coordinate or lead others,13-2011.02,73
Deal with external customers,13-1011.00,73
Deal with external customers,13-1199.02,73
Deal with external customers,13-2011.01,73
Deal with unpleasant or angry people,13-1031.02,73
Degree of automation,13-1031.01,73
Duration of typical work week,13-1041.06,73
Duration of typical work week,13-1199.04,73
Duration of typical work week,13-2052.00,73
Duration of typical work week,13-2082.00,73
Freedom to make decisions,13-1041.07,73
Freedom to make decisions,13-1199.04,73
Frequency of decision making,13-2011.02,73
Impact of decisions on Co-workers or company results,13-1041.07,73
Impact of decisions on Co-workers or company results,13-1075.00,73
Impact of decisions on Co-workers or company results,13-1111.00,73
Impact of decisions on Co-workers or company results,13-1141.00,73
Impact of decisions on Co-workers or company results,13-2053.00,73
